district,state,homepage,index_score,tier,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,evidence_public_ai_policy_exists,ai_use_publicly_disclosed,evidence_ai_use_publicly_disclosed,oversight_named,evidence_oversight_named,board_policy_mentions_ai,evidence_board_policy_mentions_ai,public_contact_available,evidence_public_contact_available
Berwyn North School District 98,IL,https://www.bn98.org/,30,Minimal Transparency,https://www.bn98.org/departments/human-resources/sexual-harassment-policy-1,,https://www.bn98.org/guidance-and-resources-regarding-new-presidential-administration-page,Missing: tech (crawl limited),2,0,,0,,1,Home - Berwyn North School District 98 Skip To Main Content Close Menu Search Clear Search District Superintendent Mission Statement & Strategic Plan Boundaries Calendar Website Calendar 2025-2026 PRE-K Calendar 2025-2026 K-8 Calendar 2025-2026 Educator Calendar Board of Educatio…,0,,1,yn North 98 (@berwyn98) Logo Image Logo Title Berwyn North School District 98 6633 W. 16th Street Berwyn IL 60402 708-484-6200 708-795-2482 Staff Directory Lunch Menu Calendar Twitter (opens in new window/tab) Facebook (opens in new window/tab) Instagram (opens in new window/tab)…
Proviso Township High Schools District 209,IL,https://www.pths209.org/,30,Minimal Transparency,https://www.pths209.org/discover-d209/board-of-education/boe-members,https://www.pths209.org/discover-d209/departments/academic-services/technology-integration,https://www.pths209.org/staff/benefits,,2,0,,0,,1,Newsletters Non-Discrimination Statement and Title IX School District Report Card (opens in new window/tab) Spirit Wear Online Store Staff Directory Who We Are Committee of the Whole Meeting Information Proviso Township High Schools District 209 has launched a new Committee of th…,0,,1,strict Newsletters Non-Discrimination Statement and Title IX School District Report Card (opens in new window/tab) Spirit Wear Online Store Staff Directory Who We Are Academics Career Technical Education & Early College Programs Math & Science Academies Incoming Freshmen (Class o…
Leyden High School District 212,IL,https://www.leyden212.org/,30,Minimal Transparency,https://www.leyden212.org/about-us/departments/technology-department/policies-procedures-forms,https://www.leyden212.org/about-us/departments/technology-department/policies-procedures-forms,https://www.leyden212.org/about-us/district-administration,,2,0,,0,,1,ly 1:1 & Chromebook Info Mobile Hotspot Request IL Emergency Broadband Services Policies Procedures & Forms Student Data Privacy & Security Directory FOIA Requests Overview District Overview Boundaries Community Partners Equity Statement History Mandated Reports Mission & Vision …,0,,1,ict Board of Education Meet the Board of Education Meeting Agendas & Minutes FAQ Development & Training Organizational Chart Board Policies Contact Us - District Departments Human Resources Department Contact Info Employment Apply Job Fairs Salary & Benefits Verifications Student…
Niles Township High Schools District 219,IL,https://www.ntd219.org/,0,No Public AI Governance Signals,,,,"Missing: policy, tech, contact (crawl limited)",0,0,,0,,0,,0,,0,
North Shore School District 112,IL,https://www.nssd112.org/,30,Minimal Transparency,https://www.nssd112.org/board-of-education/board-policy-manual,,https://www.nssd112.org/about/contact-nssd112,Missing: tech (crawl limited),2,0,,0,,1,Communications Food Services Health Services Operations and Facilities Personnel Services Registration Safety and Security Student Services Superintendent of Schools Teaching and Learning Technology Services Transportation Families 2025-2026 Supply Lists Before- and After-School …,0,,1,"ssages. For urgent matters, please contact your school or the district office directly. For security purposes, District 112 does not post a staff directory on the website. To reach a specific teacher or staff member, please contact them via ParentSquare, call your school or fill …"
Wheeling Community Consolidated District 21,IL,https://www.ccsd21.org/,0,No Public AI Governance Signals,,,,"Missing: policy, tech, contact (crawl limited)",0,0,,0,,0,,0,,0,
Gurnee School District 56,IL,https://www.d56.org/,10,No Public AI Governance Signals,https://www.d56.org/o/gurnee/page/board-of-education,,https://www.d56.org/o/gurnee/page/for-staff,Missing: tech (crawl limited),1,0,,0,,0,,0,,1,"education Transportation D56 Meal Program School Calendar REvTrak Employment Find Us Gurnee District 56 3706 Florida Ave. Gurnee, IL 60031 Phone: 847-336-0800 Fax: 847-336-1110 Schools Gurnee District 56 Spaulding School Prairie Trail School River Trail School Viking School Stay …"
Woodstock Community Unit School District 200,IL,https://www.woodstockschools.org/,30,Minimal Transparency,https://www.woodstockschools.org/school-board/board-policies-docs,,https://www.woodstockschools.org/about-us/staff-directory,Missing: tech (crawl limited),2,0,,0,,1,elebrate Families - Birth to 3 Program Dual Degree Program Emergency Day e-Learning Plan Fine Arts High School Curriculum Guide Departments Superintendent's Office Buildings & Grounds Communications & Community Services Finance & Business Services Food Services Grants Health Serv…,0,,1,es Calendar Employment (opens in new window/tab) Families & Students (opens in new window/tab) PowerSchool Portal (opens in new window/tab) Contact Us Facebook (opens in new window/tab) Instagram (opens in new window/tab) YouTube (opens in new window/tab) District Schools Verda D…
Crystal Lake Community Consolidated District 47,IL,https://www.d47.org/,30,Minimal Transparency,https://www.d47.org/board-of-education,,https://www.d47.org/about-us/staff-directory,Missing: tech (crawl limited),2,0,,0,,1,es Careers Paraprofessional Substitute Teaching Staff Milestones Operations Facility Rental Safety I Love U Guys Standard Response Protocol Superintendent's Office Technology Services Assistive Technology Family Technology & Resources Student Data & Privacy Student Devices & Resp…,0,,1,oards History of District 47 Where it Started Creation of District 47 & 155 20th Century 21st Century Illinois Report Card Input & Insights Staff Directory Strategic Plan News Board of Education Board Meeting Agendas & Minutes (opens in new window/tab) Board Policies (opens in ne…
Community High School District 155,IL,https://www.d155.org/,30,Minimal Transparency,,https://www.d155.org/departments/curriculum-and-assessment/school-courses/industrial-technology,https://www.d155.org/about/contact,Missing: policy (crawl limited),2,0,,0,,1,"Education's strategic vision for the district. Dr. Neil Lesinski Superintendent email: nlesinski@d155.org​ Dr. Neil Lesinski was appointed superintendent of Community High School District 155 in July 2023, following six years of service as principal of Cary-Grove High School. He …",0,,1,District Home Menu About Annual Report 2024-2025 (English) Annual Report 2024-2025 (Spanish) Class Schedules Contact Us District Administration District Boundary Map District Enrollment Projections District Information D155 Calendars Strategic Plan Board o…
Kaneland Community Unit School District 302,IL,https://www.kaneland.org/,30,Minimal Transparency,https://www.kaneland.org/about-d302/policies/self-administration-of-medication,,https://www.kaneland.org/about-d302/policies/self-administration-of-medication,Missing: tech (crawl limited),2,0,,0,,1,"nalized Learning Academy (opens in new window/tab) Open Menu Logo Title Kaneland CUSD #302 Graduate all students college, career, and community ready Schools Staff Directory Employment Superintendent Calendar Open Search Search Clear Search Close Search About D302 Superintendent'…",0,,1,window/tab) Lunch Menus (KHS & KHMS) McKinney-Vento Act (Homeless) NEW-Preschool Interest Application (opens in new window/tab) School Fees Staff Directory Student Handbooks Student Tech Profile (opens in new window/tab) NEW-Summer School (opens in new window/tab) Supply Lists Vi…
St. Charles Community Unit School District 303,IL,https://www.d303.org/,0,No Public AI Governance Signals,,,,"Missing: policy, tech, contact (crawl limited)",0,0,,0,,0,,0,,0,
Batavia Public School District 101,IL,https://www.bps101.net/,30,Minimal Transparency,https://www.bps101.net/policy/,,https://www.bps101.net/staff-listing/,Missing: tech (crawl limited),2,0,,0,,1,"cial Education Departments Batavia Fine Arts Centre Communications Curriculum & Instruction Facilities Finance and Business Human Resources Superintendent Student Services Technology Transportation Join Our Newsletter Typically, we send one message weekly on Wednesday afternoons …",0,,1,School Careers Parent Login Staff Login Search Home About About Us Batavia Foundation Hall of Honor Illinois Report Card School Boundaries Staff Directory Strategic Plan Students Breakfast/Lunch Menus ClassLink (app launcher) Classroom Environment Community Resources Safety Help …
Geneva Community Unit School District 304,IL,https://www.geneva304.org/,30,Minimal Transparency,https://www.geneva304.org/VisitorPolicy1.aspx,,https://www.geneva304.org/Directory1.aspx,Missing: tech (crawl limited),2,0,,0,,1,ties Facilities FOIA/Public Documents Hours of Operation Newsroom Safety & Security School Directory Staff Directory Strategic Plan 2024-29 Superintendent Viking Spotlight Vision Volunteer With PRIDE Who We Are Students Elementary Math Home Access Center Login Libraries Office 36…,0,,1,igest Weekly Email Employment Opportunities Facilities FOIA/Public Documents Hours of Operation Newsroom Safety & Security School Directory Staff Directory Strategic Plan 2024-29 Superintendent Viking Spotlight Vision Volunteer With PRIDE Who We Are Students Elementary Math Home …
District 25 (Arlington Heights),IL,https://www.sd25.org/,30,Minimal Transparency,https://www.sd25.org/school-board/board-policies,,,Timed out (district budget exceeded),2,0,,0,,1,ess Welcome District Finances & Reports Retiree Benefits Transportation Freedom of Information Act Bids/RFPs Tax Shelter 403(b) Departments Superintendent Communications Facilities Food & Nutrition Services Personnel & Planning Student Learning Student Services Technology Communi…,0,,1,Heights School District 25 Skip To Main Content Close Menu Search Clear Search Our District About Us School Maps & Directory District 25's Staff Directory District 25 Stories & Videos (opens in new window/tab) Strategic Planning Early Childhood (opens in new window/tab) Branding …
Northbrook District 28,IL,https://www.northbrook28.net/,30,Minimal Transparency,https://www.northbrook28.net/board-of-ed/board-of-ed-policy,,https://www.northbrook28.net/directory,Missing: tech (crawl limited),2,0,,0,,1,"NBJH Design Plans (opens in new window/tab) Feb 11 2026 In the fourth Insight 28 episode of the 25-26 school year, Host Dr. Jason Pearson, Superintendent of Schools, sits down for a discussion with Dr. Scott Meek, NBJH Principal, Jessica Donato, Chief School Business Official, an…",0,,1,D28 Facebook (opens in new window/tab) D28 Instagram (opens in new window/tab) D28 Youtube (opens in new window/tab) D28 LinkedIn Calendar Staff Directory Website Accessibility MISSION: Empower every learner to grow and change the world. Privacy Policy Site Map Accessibility Powe…
Wilmette School District 39,IL,https://www.wilmette39.org/,30,Minimal Transparency,https://www.wilmette39.org/board_of_education/board_policy/section_3_-_administration,,https://www.wilmette39.org/board_of_education/board_policy/section_3_-_administration,Missing: tech (crawl limited),2,0,,0,,1,munity Review Committee District 39 Educational Foundation Parent Association of Student Services (PASS39) Village-Wide PTO District Office Directory Calendar 39 exPRESS Newsletter Facilities Rental Freedom of Information Act School & District Report Cards Archive School Locator …,0,,1,n Health Services Homeless Student Services (McKinney-Vento) OT & PT Reading Intervention Social Work Special Education Speech and Language Staff Directory Summer Enrichment Program Wilmette Community Special Education Agreement (WCSEA) Technology and Library Media Services Purpo…
Winnetka School District 36,IL,https://www.winnetka36.org/,30,Minimal Transparency,https://www.winnetka36.org/privacy-policy,,https://www.winnetka36.org/district/staff-directory,Missing: tech (crawl limited),2,0,,0,,1,"cally retrieve data or other content from the Website to create or compile, directly or indirectly, a collection, compilation, database, or directory without written permission from us. 2. Make any unauthorized use of the Website, including collecting usernames and/or email addre…",0,,1,Home - Winnetka School District 36 Skip To Main Content Menu Trigger Close Nav Main Container Search Search Clear Search District Staff Directory About District 36 Meet the Team Registration Early Entrance and Acceleration Employment School Board Departments Strategic Plan/Portra…
Glenview School District 34,IL,https://www.glenview34.org/,10,No Public AI Governance Signals,https://www.glenview34.org/board-of-education/contact,,https://www.glenview34.org/board-of-education/contact,Missing: tech (crawl limited),1,0,,0,,0,,0,,1,he District's Strategic Plan View My Lunch Menu View the Latest News Access #BeWell34 Send the District a Message Learn About D34 Preschool Staff Directory Explore D34 Jobs D34 Schools Attea Middle School Glen Grove School Henking School Hoffman School Lyon School Pleasant Ridge …
Evanston Township High School District 202,IL,https://www.eths.k12.il.us/,0,No Public AI Governance Signals,,,,"Missing: policy, tech, contact (crawl limited)",0,0,,0,,0,,0,,0,
Berrien Springs Public Schools,MI,https://www.homeoftheshamrocks.org/,30,Minimal Transparency,https://www.homeoftheshamrocks.org/nondiscrimination-policy/,,https://www.homeoftheshamrocks.org/district/staff-directory/,Missing: tech (crawl limited),2,0,,0,,1,de Goals Enrollment Information Schools of Choice Non-Resident Information FOIA Information Inclement Weather State & Federal Reports Staff Directory Contact Us Nondiscrimination Policy Title IX Resources Departments Adult Education (ESL) Audiology / Hearing Center Communications…,0,,1,rictwide Goals Enrollment Information Schools of Choice Non-Resident Information FOIA Information Inclement Weather State & Federal Reports Staff Directory Contact Us Nondiscrimination Policy Title IX Resources Departments Adult Education (ESL) Audiology / Hearing Center Communic…
Benton Harbor Area Schools,MI,https://www.bhas.org/,10,No Public AI Governance Signals,,,https://www.bhas.org/o/bhas/page/contact-us,"Missing: policy, tech (crawl limited)",1,0,,0,,0,,0,,1,"or call (269) 605-1045 to enroll in person. End of Gallery enroll at BHAS District Calendar Inclement Weather Rooms support transportation contact us PowerSchool get invloved Read more Find Us Benton Harbor Area Schools 870 Colfax Avenue Benton Harbor, MI 49022 269-605-1000 Schoo…"
St. Joseph Public Schools,MI,https://www.sjschools.org/,10,No Public AI Governance Signals,,,,"Missing: policy, tech, contact (crawl limited)",1,0,,0,,0,,0,,1,", communicate and work together to create a brighter future. Find Us St. Joseph Public Schools 2580 S. Cleveland Avenue St Joseph, MI 49085 Phone: (269) 926-3100 Fax: (269) 926-3188 Schools St. Joseph Public Schools - District Brown Elementary School E.P. Clarke Elementary School…"
Gaylord Community Schools,MI,https://www.gaylordschools.com/,30,Minimal Transparency,https://www.gaylordschools.com/page/school-board,,https://www.gaylordschools.com/o/gcs/page/contact-us,Missing: tech (crawl limited),2,0,,0,,1,Show submenu for more Search site Sign in Read more athletics food service forms & Links mckinney vento PARENT PORTAL school closures staff directory Transportation About GCS Gaylord Community Schools is a K - 12 public school district located in northern lower Michigan. Our dist…,0,,1,More Show submenu for more Search site Sign in Read more athletics food service forms & Links mckinney vento PARENT PORTAL school closures staff directory Transportation About GCS Gaylord Community Schools is a K - 12 public school district located in northern lower Michigan. Our…
Mackinaw City Public Schools,MI,https://mackcity.k12.mi.us/,30,Minimal Transparency,https://mackcity.k12.mi.us/our-district/school-board/,,https://mackcity.k12.mi.us/our-district/staff-directory/,Missing: tech (crawl limited),2,0,,0,,1,"oyed by the Mackinaw City Public School district since 1998. After serving initially as elementary principal, Mr. Curth took on the role of superintendent in 2004. Mrs. Rebecca Valot began employment with the Mackinaw City Public School district in 2002. In the fall of 2021, she …",0,,1,kip to Navigation Search Form Quick Search: Search Like us on Facebook Main Menu Our District Administration School Board District Calendar Staff Directory Schools of Choice Advanced Notice of Pesticide Treatment Food Service FOIA Guildelines Athletics Our Schools Elementary Scho…
Clare Public Schools,MI,https://www.clare.k12.mi.us/,10,No Public AI Governance Signals,,,,"Missing: policy, tech, contact (crawl limited)",1,0,,0,,0,,0,,1,"site Menu Schools Translate Menu Schools Translate Skip Gallery End of Gallery Find Us Clare Public Schools 201 E State St Clare, MI 48617 Phone: (989) 386.9945 Fax: (989) 386.6055 Schools Clare Public Schools Primary School Middle School High School Pioneer High School Clare Ath…"
Farwell Area Schools,MI,https://www.farwellschools.net/,10,No Public AI Governance Signals,,,,"Missing: policy, tech, contact (crawl limited)",1,0,,0,,0,,0,,1,"e. Fine Arts Program Drama, Art, Choir, Instrumental Music, Wood Shop Find Us Farwell Area Schools 399 E. Michigan Street Farwell, MI 48622 Phone: (989) 588-9917 Fax: (989) 588-6440 Schools Farwell Area Schools Farwell Elementary Farwell Middle School Farwell High School Timberla…"
Gladwin Community Schools,MI,https://www.gladwinschools.net/,60,Emerging Governance,https://www.gladwinschools.net/o/gcs/page/board-policies,,,"Missing: tech, contact (crawl limited)",3,1,"ly Left Blank 4226 District Employment Intentionally Left Blank 4227 District Employment No Expectation of Privacy 4228 District Employment Acceptable Use of Generative Artificial Intelligence 4229 District Employment Definition 4301 District Employment Employee Pay, Including Mi…",0,,1,Gladwin Athletics Stay Connected Copyright © 2026 Gladwin Community Schools. All rights reserved. Powered By Apptegy Visit us to learn more Superintendent Evaluations | Gladwin Community Schools Skip to content Gladwin Community Schools Elementary Intermediate Junior High High Sc…,0,,1,"cademic Matters Intentionally Left Blank 5106 Students, Curriculum, and Academic Matters Investigations, Arrests, and Other Law Enforcement Contact 5201 Students, Curriculum, and Academic Matters Unlawful Discrimination, Harassment, and Retaliation Against Students 5202 Students,…"
Bath Community Schools,MI,https://www.bathschools.net/,10,No Public AI Governance Signals,,,,"Missing: policy, tech, contact (crawl limited)",1,0,,0,,0,,0,,1,"hat Food Services Transportation Athletics Job Opportunities Bath School Museum Find Us Bath Community Schools 6175 Clark Rd Bath, MI 48808 Phone: (517) 641-6721 Fax: (517)641-6958 Website Accessibility Statement Schools Bath Community Schools Bath Elementary School Bath Middle S…"
DeWitt Public Schools,MI,https://www.dewittschools.net/,30,Minimal Transparency,https://www.dewittschools.net/board-of-education,,https://www.dewittschools.net/staff-links,Missing: tech (crawl limited),2,0,,0,,1,"ublicly upon completion in Spring 2026. Please complete the survey by February 28, 2026 . Please direct any questions to Mr. Kevin Robydek, Superintendent of Schools, via email at dpsbond@dewittschools.net. Thank you in advance for participating in the survey. Click here to take …",0,,1,ict Forms School of Choice Calendar Schools Fuerstenau ECC Schavey Road Scott School Herbison Woods DeWitt Middle School DeWitt High School Staff Directory Staff Links Employee Wellness Resources Insurance Presentation Home of the Panthers Home Board of Education Live Stream Huma…
Breitung Township Schools (Kingsford),MI,https://www.kingsford.org/,30,Minimal Transparency,,,https://www.kingsford.org/staff-directory,"Missing: policy, tech (crawl limited)",2,0,,0,,1,"School Kingsford Middle School Woodland Elementary School × Close Homepage Pause Play Previous Next Enrollment School Board Calendar Staff Directory Employment Athletics Welcome to Breitung Township Schools The Mission of Breitung Township Schools is to partner with students, fam…",0,,1,Hall of Fame Schools Kingsford High School Kingsford Middle School Woodland Elementary School Popular Links Athletics Enrollment Meal Menus Staff Directory Staff Resources Search Home District Information District Information Emergency Drill Documentation Food Service FAQ Free an…
Norway-Vulcan Area Schools,MI,https://www.nvknights.org/,30,Minimal Transparency,,,,"Missing: policy, tech, contact (crawl limited)",2,0,,0,,1,arn more Finance Payroll | Norway Vulcan Area Schools Skip to content Norway Vulcan Area Schools Home of the Knights Menu Translate Search site Finance Director and Payroll Consult the individuals below for questions about financing and payroll. We work in collaboration with the …,0,,1,"ire alternative means of communication for program information (e.g , Braille, large print, audiotape, American Sign Language, etc.) should contact the responsible Agency or USDA's TARGET Center at (202) 720-2600 (voice and TTY) or contact USDA through the Federal Relay Service a…"
Sault Ste. Marie Area Schools,MI,https://www.saultschools.org/,30,Minimal Transparency,https://www.saultschools.org/board-of-education,,,"Missing: tech, contact (crawl limited)",2,0,,0,,1,e Menu Search Clear Search Administration Administrators Freedom of Information Act (FOIA) Perspective Interviews (opens in new window/tab) Superintendent Perspective Interviews SAHS Student Radio Ads Title IX Nondiscrimination School Projects Athletics Board of Education Meeting…,0,,1,nd (ACFS) Eastern Upper Peninsula Tri-Share Scholarship Information Meet Our Staff Interested in working in Early Childhood? External Links Contact Us School Schedule School Day Summer Programs Summer Credit Recovery SPRINT Program- High School Special Education-Extended School Y…
Bois Blanc School District,MI,https://boisblanc.eupschools.org/,10,No Public AI Governance Signals,https://boisblanc.eupschools.org/privacy-policy,,https://boisblanc.eupschools.org/our-district/pines-school-elementary/contact-information,Missing: tech (crawl limited),1,0,,0,,0,,0,,1,- Bois Blanc Pines School District Skip To Main Content Close Menu Search Clear Search School Calendar Our District Pines School Elementary Contact Information School Calendar Accessibility Board of Education Board Meeting Agendas Board Meeting Minutes Board Members Bylaws and Po…
Charlotte Public Schools,MI,https://www.charlotteorioles.com/,30,Minimal Transparency,https://www.charlotteorioles.com/board-of-education/,,,"Missing: tech, contact (crawl limited)",2,0,,0,,1,act Us District Appeals Process The Chirp District News Enrollment Master Calendar Public Bids Schools of Choice Schools and Services Staff Directory Continuity of Learning Plan Board of Education Public Hearing on Proposed 2025-26 Budget Regular Meeting Notice Special Meeting No…,0,,1,t Contact Us District Appeals Process The Chirp District News Enrollment Master Calendar Public Bids Schools of Choice Schools and Services Staff Directory Continuity of Learning Plan Board of Education Public Hearing on Proposed 2025-26 Budget Regular Meeting Notice Special Meet…
Eaton Rapids Public Schools,MI,https://www.erpsk12.org/,30,Minimal Transparency,https://www.erpsk12.org/apps/pages/Board-Members,,https://www.erpsk12.org/apps/staff/,Missing: tech (crawl limited),2,0,,0,,1,ell Teacher Email Colleen Martell Nicholas Price Special Services and Operations Coordinator Email Nicholas Price Christien Rupp Curriculum Director Email Christien Rupp Collin Smith CFO Email Collin Smith Brent Watkins Director of Special Services and Operations Email Brent Watk…,0,,1,ic Schools Main Menu Toggle Home Home About Us Administration District & School Boundaries Map Wall of Fame Bond 2020 Progress Sinking Fund Staff Directory 2025-2026 School Calendar District Calendar Public Bids Board of Education Meeting Updates/Virtual Meetings Agendas Minutes …
Maple Valley Schools,MI,https://mvs.k12.mi.us/,30,Minimal Transparency,,https://mvs.k12.mi.us/departments/technology/,https://mvs.k12.mi.us/district/staff/,Missing: policy (crawl limited),2,0,,0,,1,Counseling Department Elementary Counseling Department Jr./Sr High School Counseling Department Food Service Human Resources Office of the Superintendent Special Education Technology Transportation Athletics Activities Stories Fundraisers Odyssey of the Mind Band Band Boosters 5t…,0,,1,y Asked Questions Legal Notifications Maple Valley Memorial Scholarship Foundation Program Sponsorship Requests for Proposals Safety Drills Staff Directory Strategic Plan Departments Budget & Transparency Counseling Department Elementary Counseling Department Jr./Sr High School C…
Atherton Community Schools,MI,https://www.athertonschools.org/,10,No Public AI Governance Signals,https://www.athertonschools.org/page/board-of-education,,https://www.athertonschools.org/page/staff-links,Missing: tech (crawl limited),1,0,,0,,0,,0,,1,"Minutes Board of Education Committees Board of Education Committee Agendas Board of Education Committee Minutes Mr. Craig Lanter, President Email Mr. Craig Lanter Mrs. Bette Bigsby, Vice President Email Mrs. Bette Bigsby Mrs. Sandra Talbot, Secretary Email Mrs. Sandra Talbot Mrs.…"
Beecher Community School District,MI,https://www.beecherschools.org/,0,No Public AI Governance Signals,,,,"Missing: policy, tech, contact (crawl limited)",0,0,,0,,0,,0,,0,
Grand Blanc Community Schools,MI,https://www.gbcs.org/,30,Minimal Transparency,https://www.gbcs.org/our-district/board-of-education,https://www.gbcs.org/our-district/departments/technology-services/staff-and-student-account-information,https://www.gbcs.org/our-district/departments/technology-services/staff-and-student-account-information,,2,0,,0,,1,ns in new window/tab) District Calendar (opens in new window/tab) District of Choice Information (opens in new window/tab) Staff & Building Directories The Positivity Project P2 Teacher Resources P2 Student Resources P2 Character Strengths Calendar District Calendar GRAND BLANC C…,0,,1,r Parentvue/Synergy (opens in new window/tab) Meal Magic & Schoolpay Legacy Wall (opens in new window/tab) OK2Say (opens in new window/tab) Staff Directory Transportation SUGGESTED SEARCHES Lunch Menus District Calendar Grade Reports Bell Schedule Teachers Academics Athletics Pla…
Houghton-Portage Township Schools,MI,https://www.hpts.us/,30,Minimal Transparency,https://www.hpts.us/docs/Food/Policies/wellness_policy.pdf,,https://www.hpts.us/elementary-staff.php,Missing: tech (crawl limited),2,0,,0,,1,nstruction Meetings & Minutes Michigan Firearms Storage Laws RFPs School of Choice School Safety Drills Snow-Day Information Strategic Plan Superintendent's Message Title IX Training Materials Transportation ELEMENTARY SCHOOL Announcements After-School Program Counseling District…,0,,1,ysical Form Transfer Student Information Schedules Sports Boosters ALUMNI Welcome to the HHSAA HPTS Foundation Membership Projects Reunions CONTACT QUICK LINKS Staff Email Login willSub/PCMI POWERSCHOOL TEACHER SIGN-IN POWERSCHOOL STUDENT AND PARENT SIGN IN HIGH SCHOOL DAILY BULL…
Calumet Laurium Keweenaw Schools,MI,https://www.clkschools.org/,30,Minimal Transparency,https://www.clkschools.org/district-board.php,,https://www.clkschools.org/elementary-staff.php,Missing: tech (crawl limited),2,0,,0,,1,kschools.org District Phone Numbers Athletic Director 906.337.0311 Extension 2204 Athletic & Attendance Office Fax: 337-6275 Transportation Director (please specify that you are with Calumet Schools when calling) 906.523.5424 Extension 11110 Food Services 906.337.0311 Extension 1…,0,,1,HOME Online Card Catalog Virtual Reference Library Great Lakes Digital Library MeL Library Events Mango Newspapers Resources Advisory Board CONTACT COVID-19 QUICK LINKS Skyward Family Access Skyward Student Access Lunch Menus COVID-19 Resources Schoology Parent Access Schoology S…
Escanaba Area Public Schools,MI,https://www.eskymos.com/,30,Minimal Transparency,https://www.eskymos.com/departments/boe,,https://www.eskymos.com/schools/jr-sr/directory,Missing: tech (crawl limited),2,0,,0,,1,ard Members Bylaws & Policies Michigan Association of School Boards Central Office Office of the Superintendent Office of Business Services Director of Special Education Annual Education Reports Title IX Training Materials Budget Transparency Food Service Meal Magic Family Portal…,0,,1,a Jr/Sr High School Edgenuity Login 1:1 Chromebooks 1:1 Chromebook Student & Parent Handbook Securly Home Signup School Info Daily Schedule Staff Directory 1:1 Coodinator Athletic Dept Coaches Health Services Main Office School Resource Officer Student Services Center Support Sta…
Allegan Public Schools,MI,https://alleganps.org/,10,No Public AI Governance Signals,https://alleganps.org/boe/contact/,,https://alleganps.org/boe/contact/,Missing: tech (crawl limited),1,0,,0,,0,,0,,1,Allegan Public Schools – A community where all belong and thrive Skip to content About APS Enroll Calendar Contact Us Schools Allegan High School L.E. White Middle School Dawson Elementary Pine Trails Elementary West Ward Elementary Allegan Online & Adul…
Fennville Public Schools,MI,https://www.fennville.org/,30,Minimal Transparency,https://www.fennville.org/policies,,https://www.fennville.org/link-1/building-contacts,Missing: tech (crawl limited),2,0,,0,,1,"mentary, where their youngest 2 kids attend. Their oldest son is a 2020 FHS graduate. Paul attended the Fire Academy and serves as the Fire Chief of the Fennville Area Fire Department. The close-knit community is one of the things Paul said he loves about Fennville, he stays invo…",0,,1,"request to the Superintendent, the District shall make reasonable accommodation for a person with disabilities to participate in meetings. Contact the Central Office at 269-722-3350 for more information. Meet the Board Manuel Sanchez, President Ross Thiele, Vice President Angie P…"
Hopkins Public Schools,MI,https://www.hpsvikings.org/,30,Minimal Transparency,https://www.hpsvikings.org/our-district/boe/,,https://www.hpsvikings.org/our-district/administration-team/,Missing: tech (crawl limited),2,0,,0,,1,26 Sinking Fund Student Organization Grant Contact Us District Library Catalog Diversity Committee Homeless/MV Resources Job Postings Staff Directory Wise Farm Title IX Departments Business Office Budget and Salary/Compensation Transparency Reporting Food Service Elementary Menus…,0,,1,es PA226 Sinking Fund Student Organization Grant Contact Us District Library Catalog Diversity Committee Homeless/MV Resources Job Postings Staff Directory Wise Farm Title IX Departments Business Office Budget and Salary/Compensation Transparency Reporting Food Service Elementary…
Otsego Public Schools,MI,https://www.otsegops.org/,30,Minimal Transparency,https://www.otsegops.org/privacypolicy,,https://www.otsegops.org/aboutops/staff-directory,Missing: tech (crawl limited),2,0,,0,,1,High School (opens in new window/tab) Utility Links Calendar Parents Newsletters Deposit Lunch Money (opens in new window/tab) Menus Staff Directory BASE Child Care (opens in new window/tab) Infinite Campus Portal (opens in new window/tab) Handbooks Volunteer Opportunities Medica…,0,,1,Home - Otsego Public Schools Skip To Main Content Close Menu Search Clear Search Main Menu ABOUT OPS Enroll at OPS Staff Directory Calendar Employment School Safety Board of Education Superintendent Strategic Plan Annual Reports Transparency Report Legal Notices McKinne…
